application_date,decision_date,country,visa_type,processing_office
11-06-2024,17-08-2024,Australia,Student,New York
26-02-2024,17-03-2024,Germany,Business,Delhi
25-11-2024,08-12-2024,Germany,Student,Delhi
07-12-2024,15-03-2025,USA,Tourist,Sydney
10-11-2024,03-03-2025,Germany,Tourist,New York
31-01-2024,28-02-2024,UK,Work,Berlin
17-09-2024,29-12-2024,Canada,Dependent,Sydney
10-03-2024,22-03-2024,Canada,Tourist,New York
28-02-2024,13-06-2024,UK,Work,Berlin
08-08-2024,23-10-2024,Australia,Dependent,Sydney
05-11-2024,26-02-2025,India,Student,Berlin
26-12-2024,18-02-2025,Australia,Student,Berlin
26-07-2024,18-11-2024,Germany,Student,London
02-07-2024,10-07-2024,UK,Tourist,Delhi
03-02-2024,26-02-2024,India,Tourist,Toronto
04-01-2024,15-03-2024,India,Business,London
22-02-2024,25-05-2024,Germany,Student,London
10-05-2024,18-08-2024,Canada,Student,Berlin
25-12-2024,08-01-2025,Australia,Dependent,Toronto
22-02-2024,30-03-2024,India,Dependent,New York
19-05-2024,17-07-2024,Germany,Work,London
23-05-2024,08-08-2024,UK,Student,Toronto
06-01-2024,26-03-2024,Australia,Work,Berlin
18-01-2024,15-03-2024,USA,Business,London
23-06-2024,17-08-2024,Canada,Dependent,Berlin
22-04-2024,23-07-2024,Germany,Dependent,London
19-10-2024,15-01-2025,India,Business,London
13-03-2024,03-06-2024,UK,Student,London
14-03-2024,12-06-2024,Germany,Student,London
13-11-2024,02-01-2025,Canada,Business,Toronto
01-04-2024,16-05-2024,USA,Dependent,London
20-08-2024,15-10-2024,Canada,Dependent,Delhi
03-11-2024,19-02-2025,UK,Tourist,Delhi
19-02-2024,14-04-2024,UK,Business,New York
25-09-2024,19-12-2024,Canada,Student,Toronto
30-05-2024,29-08-2024,Australia,Business,Berlin
12-06-2024,30-08-2024,India,Tourist,Sydney
17-07-2024,07-08-2024,Germany,Business,Toronto
13-02-2024,04-03-2024,Canada,Business,New York
03-10-2024,28-11-2024,Canada,Student,New York
06-06-2024,26-08-2024,Germany,Tourist,London
23-07-2024,17-11-2024,Germany,Dependent,Sydney
11-12-2024,06-02-2025,Canada,Student,Delhi
21-07-2024,11-09-2024,Canada,Tourist,Toronto
08-09-2024,27-12-2024,Australia,Work,Delhi
21-03-2024,03-04-2024,UK,Business,New York
15-04-2024,01-05-2024,Australia,Tourist,London
16-03-2024,25-04-2024,USA,Tourist,London
18-03-2024,05-05-2024,Australia,Business,Delhi
01-01-2024,12-03-2024,UK,Dependent,Berlin
07-06-2024,27-08-2024,Canada,Student,Toronto
02-04-2024,20-04-2024,UK,Student,London
17-03-2024,23-03-2024,Australia,Work,Sydney
26-04-2024,12-06-2024,USA,Student,New York
01-03-2024,10-05-2024,UK,Work,Toronto
09-01-2024,25-02-2024,Germany,Dependent,New York
27-05-2024,24-08-2024,USA,Tourist,New York
05-03-2024,10-06-2024,Australia,Student,Delhi
05-11-2024,20-11-2024,USA,Dependent,London
12-05-2024,07-09-2024,Australia,Tourist,Sydney
25-02-2024,10-06-2024,UK,Student,London
16-01-2024,03-05-2024,Germany,Business,Berlin
23-04-2024,31-05-2024,Australia,Tourist,Sydney
21-11-2024,24-01-2025,Canada,Dependent,Berlin
18-03-2024,19-06-2024,UK,Student,New York
19-02-2024,09-03-2024,Canada,Dependent,New York
26-04-2024,12-05-2024,USA,Business,Berlin
16-10-2024,08-02-2025,Australia,Dependent,Delhi
14-09-2024,02-10-2024,Australia,Student,Delhi
14-12-2024,01-03-2025,Canada,Tourist,London
24-03-2024,20-05-2024,UK,Business,Berlin
11-11-2024,20-02-2025,Canada,Tourist,Sydney
19-06-2024,09-08-2024,Germany,Business,Toronto
24-05-2024,05-09-2024,UK,Tourist,Toronto
19-04-2024,31-07-2024,Australia,Work,Berlin
24-09-2024,06-12-2024,USA,Tourist,Sydney
09-09-2024,28-12-2024,Australia,Tourist,London
08-06-2024,20-07-2024,Australia,Tourist,New York
23-11-2024,08-01-2025,USA,Work,Delhi
04-02-2024,03-06-2024,Canada,Dependent,Sydney
12-10-2024,21-01-2025,USA,Dependent,Delhi
18-06-2024,28-06-2024,USA,Work,London
06-07-2024,09-08-2024,Germany,Dependent,New York
18-09-2024,22-11-2024,USA,Student,London
13-08-2024,07-10-2024,Canada,Business,Toronto
12-07-2024,15-10-2024,India,Dependent,New York
03-10-2024,16-12-2024,Canada,Work,London
27-12-2024,31-03-2025,Germany,Business,Delhi
06-12-2024,27-12-2024,India,Business,London
16-04-2024,30-04-2024,Australia,Tourist,Sydney
18-07-2024,02-10-2024,UK,Dependent,New York
22-02-2024,14-04-2024,Australia,Tourist,Toronto
06-03-2024,23-03-2024,Australia,Student,Toronto
31-05-2024,04-09-2024,India,Work,London
22-04-2024,27-04-2024,Australia,Student,Delhi
17-07-2024,01-08-2024,UK,Work,London
13-03-2024,01-06-2024,Germany,Business,London
29-06-2024,02-10-2024,Canada,Work,London
14-04-2024,16-05-2024,India,Dependent,Berlin
02-09-2024,19-09-2024,India,Work,New York
26-04-2024,13-08-2024,USA,Work,Berlin
18-08-2024,13-09-2024,Germany,Business,Berlin
27-08-2024,04-09-2024,India,Student,Delhi
15-04-2024,30-07-2024,Australia,Work,New York
30-05-2024,12-07-2024,Germany,Dependent,Toronto
05-07-2024,12-10-2024,Australia,Dependent,Sydney
01-07-2024,18-10-2024,Germany,Business,Sydney
05-02-2024,13-05-2024,Germany,Dependent,Berlin
17-02-2024,08-06-2024,Canada,Dependent,Toronto
28-01-2024,02-05-2024,USA,Student,London
20-10-2024,08-01-2025,USA,Business,Berlin
10-05-2024,11-06-2024,Canada,Business,New York
20-09-2024,11-10-2024,Canada,Work,Berlin
24-01-2024,24-02-2024,USA,Student,New York
26-03-2024,23-04-2024,USA,Dependent,London
15-05-2024,30-07-2024,India,Business,Delhi
28-05-2024,29-07-2024,USA,Student,London
25-09-2024,27-10-2024,Canada,Dependent,Toronto
07-06-2024,09-08-2024,Canada,Business,London
04-01-2024,07-03-2024,India,Tourist,Toronto
16-07-2024,11-09-2024,UK,Business,Delhi
02-01-2024,02-04-2024,Canada,Business,Sydney
12-03-2024,06-04-2024,Germany,Tourist,Delhi
02-04-2024,16-07-2024,Australia,Dependent,New York
02-03-2024,20-05-2024,USA,Dependent,Toronto
02-10-2024,28-10-2024,Canada,Dependent,London
13-08-2024,04-09-2024,Canada,Work,Sydney
20-04-2024,10-07-2024,USA,Tourist,Delhi
02-06-2024,07-09-2024,UK,Dependent,Toronto
18-10-2024,13-11-2024,Australia,Student,Toronto
24-07-2024,21-10-2024,Canada,Student,London
05-10-2024,24-11-2024,USA,Student,New York
13-04-2024,20-05-2024,Australia,Work,New York
23-06-2024,02-09-2024,Australia,Work,Berlin
14-10-2024,30-10-2024,India,Dependent,Sydney
07-06-2024,30-09-2024,Canada,Work,Delhi
19-03-2024,26-04-2024,USA,Student,Delhi
18-07-2024,26-10-2024,USA,Business,Berlin
15-12-2024,31-12-2024,Canada,Student,London
13-10-2024,16-01-2025,Australia,Tourist,Toronto
09-05-2024,02-08-2024,Germany,Student,Delhi
18-12-2024,13-02-2025,Australia,Work,Berlin
28-06-2024,18-08-2024,Australia,Dependent,Sydney
29-12-2024,19-02-2025,Germany,Work,New York
07-02-2024,01-05-2024,USA,Business,Berlin
11-04-2024,29-04-2024,USA,Business,New York
18-12-2024,11-02-2025,UK,Dependent,Toronto
31-03-2024,06-06-2024,Canada,Business,Toronto
23-09-2024,30-11-2024,Canada,Business,London
17-10-2024,17-11-2024,UK,Dependent,Toronto
06-02-2024,08-03-2024,UK,Student,Toronto
11-05-2024,31-07-2024,India,Dependent,London
22-04-2024,04-08-2024,Germany,Student,Berlin
30-11-2024,12-02-2025,UK,Tourist,Toronto
08-09-2024,31-12-2024,USA,Tourist,New York
07-11-2024,28-01-2025,India,Business,Toronto
28-02-2024,19-04-2024,India,Student,Delhi
08-02-2024,23-02-2024,USA,Dependent,Delhi
20-06-2024,03-08-2024,Germany,Student,London
24-05-2024,21-06-2024,Australia,Tourist,Toronto
08-05-2024,15-07-2024,Germany,Tourist,Delhi
13-05-2024,31-07-2024,Germany,Student,Delhi
02-01-2024,26-04-2024,Australia,Dependent,Toronto
19-02-2024,05-06-2024,Canada,Work,Toronto
26-12-2024,18-03-2025,India,Work,Sydney
03-12-2024,23-02-2025,Germany,Student,London
03-09-2024,06-10-2024,Germany,Student,Toronto
20-08-2024,11-11-2024,Germany,Business,Toronto
07-12-2024,10-01-2025,Canada,Business,New York
19-01-2024,07-04-2024,Australia,Business,Delhi
24-01-2024,10-05-2024,USA,Tourist,Toronto
02-04-2024,01-06-2024,UK,Tourist,Sydney
29-03-2024,10-04-2024,UK,Dependent,Toronto
17-10-2024,02-01-2025,Canada,Tourist,London
04-07-2024,26-09-2024,Canada,Student,Sydney
26-11-2024,16-01-2025,UK,Business,Berlin
10-04-2024,05-05-2024,Canada,Business,Delhi
01-03-2024,20-03-2024,Australia,Work,London
13-12-2024,07-03-2025,India,Business,Sydney
12-09-2024,13-10-2024,Australia,Tourist,Sydney
30-07-2024,04-08-2024,Germany,Business,Berlin
23-06-2024,19-08-2024,Germany,Dependent,Sydney
01-10-2024,25-01-2025,Australia,Dependent,Toronto
02-02-2024,11-02-2024,Germany,Work,Sydney
05-11-2024,09-01-2025,USA,Work,Berlin
12-07-2024,16-09-2024,Germany,Work,New York
22-12-2024,20-01-2025,Canada,Work,London
11-09-2024,22-09-2024,USA,Business,New York
17-03-2024,23-05-2024,Canada,Business,Sydney
05-08-2024,01-12-2024,UK,Dependent,Toronto
15-05-2024,22-08-2024,UK,Dependent,Toronto
01-12-2024,10-03-2025,Canada,Business,Berlin
12-05-2024,29-08-2024,Germany,Work,Toronto
10-02-2024,30-03-2024,UK,Tourist,London
14-08-2024,20-09-2024,UK,Student,Sydney
22-11-2024,13-12-2024,UK,Student,London
03-05-2024,03-07-2024,Canada,Tourist,Berlin
27-11-2024,02-12-2024,Germany,Work,Sydney
25-09-2024,17-12-2024,Canada,Work,New York
24-11-2024,16-02-2025,UK,Work,Delhi
01-05-2024,01-07-2024,UK,Work,Berlin
17-01-2024,29-04-2024,Canada,Dependent,Delhi
10-07-2024,13-08-2024,Germany,Tourist,New York
30-09-2024,21-11-2024,Canada,Dependent,New York
05-04-2024,11-07-2024,Germany,Student,New York
27-07-2024,16-10-2024,Canada,Work,Sydney
25-09-2024,05-10-2024,Australia,Work,Delhi
31-08-2024,03-10-2024,Canada,Tourist,Delhi
20-05-2024,05-06-2024,UK,Student,Sydney
16-07-2024,17-08-2024,USA,Work,Delhi
09-06-2024,27-06-2024,India,Tourist,Toronto
03-07-2024,12-09-2024,USA,Dependent,Toronto
19-11-2024,06-02-2025,Canada,Tourist,New York
29-05-2024,23-07-2024,Canada,Work,Sydney
06-08-2024,14-09-2024,Australia,Business,Toronto
20-01-2024,25-02-2024,USA,Tourist,Toronto
10-04-2024,29-07-2024,Germany,Dependent,Toronto
15-05-2024,03-06-2024,UK,Dependent,New York
28-01-2024,02-05-2024,Germany,Work,Delhi
28-01-2024,24-05-2024,India,Student,New York
17-11-2024,23-01-2025,Canada,Student,Toronto
30-09-2024,19-10-2024,Australia,Dependent,London
28-02-2024,23-04-2024,UK,Dependent,London
30-10-2024,24-02-2025,Canada,Business,Berlin
20-11-2024,24-01-2025,USA,Dependent,New York
30-04-2024,23-08-2024,India,Business,Delhi
14-05-2024,20-06-2024,USA,Work,Toronto
01-12-2024,22-01-2025,UK,Business,Berlin
29-10-2024,29-11-2024,UK,Student,London
08-12-2024,19-03-2025,Australia,Tourist,Toronto
17-01-2024,14-02-2024,Canada,Student,Sydney
25-07-2024,17-11-2024,Germany,Business,London
09-08-2024,18-11-2024,Canada,Student,Toronto
13-02-2024,09-05-2024,Australia,Dependent,Sydney
02-03-2024,27-03-2024,Germany,Tourist,New York
23-07-2024,09-08-2024,USA,Dependent,Delhi
06-03-2024,04-04-2024,Canada,Business,London
05-07-2024,24-09-2024,Australia,Dependent,Berlin
01-06-2024,31-08-2024,India,Tourist,New York
12-09-2024,08-11-2024,Germany,Business,Delhi
20-06-2024,21-09-2024,Germany,Student,Toronto
23-10-2024,05-11-2024,India,Business,Sydney
05-07-2024,25-07-2024,India,Business,London
21-01-2024,29-03-2024,India,Business,Berlin
14-04-2024,25-07-2024,Germany,Work,Toronto
28-09-2024,04-01-2025,UK,Dependent,New York
06-01-2024,09-02-2024,UK,Dependent,London
24-08-2024,25-09-2024,Canada,Work,Sydney
25-05-2024,26-08-2024,Australia,Student,London
14-05-2024,06-08-2024,USA,Business,New York
20-09-2024,02-10-2024,Germany,Student,New York
01-03-2024,24-06-2024,Canada,Dependent,Berlin
05-05-2024,19-08-2024,Australia,Business,London
05-05-2024,12-08-2024,India,Business,Toronto
22-09-2024,07-11-2024,Australia,Dependent,Berlin
16-05-2024,23-06-2024,UK,Student,Berlin
14-10-2024,11-01-2025,Germany,Work,Sydney
27-10-2024,28-11-2024,India,Tourist,New York
16-11-2024,25-11-2024,Canada,Work,Toronto
03-01-2024,25-04-2024,Australia,Work,New York
04-08-2024,27-10-2024,Germany,Student,Delhi
04-07-2024,29-07-2024,USA,Student,New York
06-11-2024,26-01-2025,Australia,Dependent,Toronto
14-07-2024,13-08-2024,USA,Student,Berlin
25-03-2024,30-04-2024,UK,Business,London
15-05-2024,20-05-2024,USA,Student,Toronto
01-11-2024,27-01-2025,Germany,Student,London
20-05-2024,05-09-2024,India,Tourist,Sydney
25-08-2024,25-09-2024,USA,Student,Delhi
15-03-2024,08-07-2024,Australia,Dependent,London
20-04-2024,06-05-2024,Germany,Work,Delhi
12-01-2024,23-02-2024,USA,Tourist,Delhi
06-12-2024,17-02-2025,USA,Student,Sydney
15-07-2024,24-09-2024,USA,Student,London
27-09-2024,21-01-2025,India,Student,Berlin
01-05-2024,13-05-2024,UK,Work,Berlin
27-05-2024,30-08-2024,Canada,Tourist,Berlin
02-07-2024,01-09-2024,Canada,Dependent,Toronto
14-04-2024,03-07-2024,Germany,Tourist,London
17-06-2024,11-09-2024,Australia,Work,New York
26-09-2024,15-01-2025,India,Work,Delhi
01-10-2024,26-10-2024,Canada,Tourist,Sydney
06-04-2024,17-07-2024,Germany,Tourist,Toronto
20-05-2024,11-09-2024,USA,Dependent,London
20-02-2024,29-04-2024,UK,Tourist,London
05-07-2024,30-09-2024,Canada,Business,Berlin
26-09-2024,24-12-2024,Australia,Student,London
22-06-2024,10-09-2024,India,Tourist,Delhi
19-09-2024,09-10-2024,Germany,Business,Sydney
13-11-2024,30-12-2024,UK,Work,Sydney
13-09-2024,15-11-2024,Canada,Student,Sydney
22-06-2024,28-06-2024,Australia,Work,Berlin
10-10-2024,20-11-2024,Germany,Student,Sydney
15-06-2024,22-09-2024,India,Dependent,Berlin
10-03-2024,06-06-2024,UK,Work,Toronto
30-12-2024,10-02-2025,India,Tourist,London
14-01-2024,15-03-2024,Canada,Dependent,London
26-06-2024,09-10-2024,UK,Dependent,Sydney
17-04-2024,08-06-2024,UK,Dependent,Berlin
09-02-2024,02-06-2024,India,Dependent,Sydney
09-03-2024,06-06-2024,USA,Business,Toronto
17-06-2024,30-07-2024,Canada,Business,Sydney
11-09-2024,18-11-2024,UK,Work,Berlin
02-04-2024,24-05-2024,UK,Student,New York
21-04-2024,30-06-2024,Canada,Tourist,London
27-10-2024,12-02-2025,USA,Business,Berlin
28-08-2024,19-11-2024,India,Student,Toronto
01-02-2024,06-05-2024,UK,Work,London
03-11-2024,14-12-2024,Germany,Work,Berlin
18-12-2024,27-03-2025,Canada,Business,London
24-02-2024,24-04-2024,Canada,Tourist,New York
13-12-2024,28-02-2025,UK,Business,Sydney
07-09-2024,27-09-2024,USA,Work,London
27-10-2024,29-11-2024,UK,Student,New York
18-08-2024,17-10-2024,Canada,Work,Berlin
11-01-2024,04-03-2024,UK,Student,New York
19-03-2024,25-05-2024,USA,Business,Toronto
03-07-2024,02-08-2024,India,Work,London
27-02-2024,30-05-2024,Australia,Tourist,London
22-02-2024,30-04-2024,Australia,Student,Delhi
22-06-2024,02-08-2024,UK,Work,Berlin
03-05-2024,17-08-2024,UK,Work,London
14-11-2024,01-01-2025,UK,Business,New York
03-03-2024,01-05-2024,Germany,Tourist,New York
09-07-2024,23-10-2024,Australia,Business,Sydney
31-07-2024,27-09-2024,Germany,Student,Berlin
09-11-2024,29-12-2024,India,Work,Sydney
24-10-2024,09-11-2024,India,Dependent,Toronto
27-01-2024,09-03-2024,USA,Student,Toronto
15-02-2024,07-04-2024,UK,Business,Berlin
13-06-2024,24-09-2024,USA,Student,Sydney
23-10-2024,25-12-2024,Germany,Tourist,New York
19-07-2024,03-10-2024,Canada,Student,Berlin
15-12-2024,20-01-2025,India,Business,Delhi
25-09-2024,12-12-2024,Germany,Dependent,Berlin
28-06-2024,23-09-2024,Australia,Student,Delhi
18-01-2024,10-03-2024,UK,Dependent,New York
01-11-2024,16-11-2024,India,Student,London
14-04-2024,11-05-2024,India,Tourist,Toronto
25-05-2024,05-06-2024,India,Dependent,Sydney
07-04-2024,08-07-2024,Australia,Tourist,Sydney
21-04-2024,08-07-2024,Canada,Tourist,Toronto
27-10-2024,06-11-2024,USA,Student,Sydney
08-12-2024,05-04-2025,USA,Dependent,Berlin
21-11-2024,22-01-2025,Germany,Tourist,Sydney
02-02-2024,18-04-2024,Germany,Dependent,New York
27-09-2024,09-11-2024,UK,Business,Berlin
20-02-2024,31-05-2024,Canada,Business,Toronto
25-07-2024,30-08-2024,Australia,Work,New York
05-01-2024,19-03-2024,USA,Work,Berlin
24-12-2024,09-01-2025,USA,Work,New York
26-07-2024,24-09-2024,UK,Business,London
17-03-2024,23-06-2024,Canada,Work,London
16-01-2024,22-02-2024,Canada,Dependent,New York
16-12-2024,28-03-2025,USA,Business,Berlin
10-08-2024,06-10-2024,USA,Business,Berlin
29-11-2024,14-01-2025,Germany,Student,Sydney
20-12-2024,05-03-2025,Canada,Business,London
19-05-2024,10-08-2024,Germany,Tourist,London
17-07-2024,27-09-2024,Canada,Student,London
11-05-2024,04-07-2024,Germany,Tourist,Berlin
11-11-2024,14-02-2025,UK,Tourist,Delhi
16-06-2024,02-08-2024,Canada,Business,London
30-11-2024,23-12-2024,USA,Dependent,London
06-01-2024,30-01-2024,Australia,Business,Berlin
06-01-2024,28-04-2024,Germany,Dependent,Toronto
17-05-2024,28-08-2024,Germany,Business,Toronto
02-08-2024,31-10-2024,Germany,Student,Delhi
04-12-2024,15-02-2025,USA,Tourist,Berlin
15-03-2024,20-04-2024,Australia,Tourist,London
15-07-2024,29-09-2024,Canada,Tourist,New York
27-01-2024,29-02-2024,Canada,Tourist,New York
05-09-2024,09-12-2024,Germany,Work,Delhi
17-07-2024,16-10-2024,Australia,Student,New York
20-09-2024,16-11-2024,Canada,Work,Sydney
23-09-2024,08-11-2024,Canada,Dependent,New York
27-01-2024,05-03-2024,UK,Work,Berlin
16-07-2024,16-10-2024,UK,Business,Sydney
23-07-2024,19-10-2024,Australia,Work,Toronto
14-09-2024,07-11-2024,Germany,Student,Delhi
29-06-2024,16-08-2024,India,Tourist,Toronto
22-11-2024,02-03-2025,Canada,Business,London
23-11-2024,30-12-2024,Germany,Work,New York
31-07-2024,02-09-2024,USA,Business,Delhi
07-07-2024,02-09-2024,India,Work,Toronto
30-06-2024,29-07-2024,UK,Work,New York
22-01-2024,03-02-2024,UK,Tourist,Delhi
16-12-2024,24-02-2025,Canada,Business,London
21-08-2024,25-11-2024,India,Work,New York
26-01-2024,02-03-2024,UK,Student,Sydney
21-10-2024,06-11-2024,Germany,Dependent,London
09-12-2024,08-03-2025,India,Work,Toronto
10-07-2024,03-10-2024,India,Tourist,New York
11-06-2024,06-10-2024,Germany,Work,Delhi
05-10-2024,21-10-2024,Australia,Work,New York
05-04-2024,25-07-2024,USA,Dependent,Berlin
31-08-2024,29-12-2024,Canada,Business,Sydney
14-04-2024,12-05-2024,Canada,Dependent,Sydney
25-01-2024,08-05-2024,UK,Tourist,New York
14-04-2024,28-06-2024,India,Student,Toronto
21-01-2024,30-04-2024,Germany,Dependent,Delhi
08-09-2024,18-09-2024,India,Work,New York
05-03-2024,26-05-2024,India,Dependent,London
27-06-2024,29-08-2024,Australia,Work,Berlin
27-07-2024,16-09-2024,Germany,Dependent,Delhi
19-06-2024,10-10-2024,USA,Business,Delhi
26-12-2024,23-01-2025,UK,Dependent,Berlin
07-08-2024,24-08-2024,India,Work,New York
11-06-2024,09-10-2024,Germany,Tourist,Delhi
08-06-2024,02-10-2024,India,Business,Toronto
06-07-2024,26-07-2024,USA,Student,Toronto
09-02-2024,15-02-2024,Germany,Tourist,New York
25-02-2024,21-04-2024,Germany,Dependent,Toronto
27-05-2024,14-07-2024,USA,Business,Delhi
24-05-2024,25-07-2024,USA,Tourist,Delhi
25-05-2024,30-06-2024,India,Dependent,New York
15-08-2024,25-09-2024,USA,Student,New York
30-07-2024,27-09-2024,Canada,Work,Toronto
23-01-2024,19-02-2024,USA,Tourist,Toronto
14-02-2024,13-06-2024,Canada,Work,London
18-09-2024,25-09-2024,Canada,Tourist,London
20-08-2024,05-10-2024,UK,Work,New York
03-08-2024,05-10-2024,USA,Student,Sydney
03-05-2024,28-06-2024,Australia,Business,Sydney
30-01-2024,22-02-2024,Canada,Work,Delhi
04-01-2024,09-01-2024,UK,Business,Berlin
06-09-2024,16-09-2024,Canada,Dependent,Delhi
12-06-2024,15-08-2024,India,Student,New York
12-02-2024,16-05-2024,Germany,Student,Toronto
20-08-2024,14-12-2024,Australia,Dependent,New York
02-04-2024,07-05-2024,UK,Tourist,Berlin
27-04-2024,07-08-2024,Australia,Tourist,Delhi
18-11-2024,13-03-2025,UK,Work,Berlin
24-05-2024,30-08-2024,Germany,Work,Delhi
02-08-2024,18-09-2024,Canada,Student,Toronto
24-10-2024,05-12-2024,USA,Tourist,Delhi
27-12-2024,09-03-2025,USA,Student,New York
18-05-2024,14-06-2024,Canada,Work,Toronto
27-09-2024,10-01-2025,UK,Work,Sydney
26-02-2024,14-05-2024,India,Tourist,Sydney
18-01-2024,01-03-2024,India,Student,London
29-12-2024,11-02-2025,Germany,Dependent,Delhi
10-06-2024,27-06-2024,India,Dependent,New York
07-04-2024,18-05-2024,Canada,Work,Sydney
06-05-2024,08-06-2024,Canada,Tourist,New York
04-01-2024,18-02-2024,Canada,Work,Sydney
03-06-2024,02-07-2024,Canada,Student,Delhi
22-10-2024,08-02-2025,Germany,Work,Delhi
26-07-2024,06-11-2024,UK,Tourist,Toronto
17-08-2024,26-08-2024,Australia,Tourist,Delhi
24-08-2024,30-08-2024,Australia,Work,Toronto
01-02-2024,20-02-2024,USA,Work,Sydney
24-12-2024,19-04-2025,Germany,Tourist,Berlin
14-12-2024,04-04-2025,USA,Tourist,Sydney
16-10-2024,24-01-2025,Canada,Student,Toronto
24-11-2024,16-03-2025,Germany,Work,Toronto
27-09-2024,15-10-2024,Canada,Business,Berlin
15-08-2024,06-10-2024,India,Work,Berlin
18-02-2024,26-04-2024,Australia,Tourist,Sydney
15-10-2024,19-11-2024,India,Student,Delhi
17-12-2024,04-02-2025,Australia,Work,Berlin
12-02-2024,26-05-2024,Canada,Dependent,Berlin
06-04-2024,12-05-2024,Australia,Student,Toronto
28-10-2024,29-11-2024,Canada,Work,Sydney
12-09-2024,20-09-2024,Germany,Dependent,Sydney
11-05-2024,16-08-2024,UK,Student,Toronto
28-06-2024,01-10-2024,Australia,Work,London
17-03-2024,24-06-2024,UK,Dependent,New York
07-07-2024,09-09-2024,India,Business,Toronto
07-07-2024,12-07-2024,Germany,Work,Toronto
02-04-2024,27-07-2024,India,Business,Berlin
27-11-2024,12-01-2025,Canada,Tourist,Sydney
03-04-2024,04-06-2024,India,Dependent,Sydney
22-03-2024,18-05-2024,India,Tourist,Sydney
02-12-2024,25-01-2025,Australia,Student,Delhi
14-10-2024,13-12-2024,Germany,Student,Sydney
01-03-2024,09-03-2024,Germany,Tourist,Toronto
02-01-2024,22-03-2024,Australia,Student,Berlin
22-05-2024,12-09-2024,Germany,Student,Berlin
04-02-2024,02-05-2024,Canada,Student,Delhi
10-04-2024,02-05-2024,Canada,Business,Sydney
27-03-2024,07-06-2024,India,Work,Sydney
07-12-2024,10-03-2025,Germany,Business,Toronto
08-09-2024,30-12-2024,Canada,Student,Delhi
22-05-2024,20-08-2024,Germany,Business,New York
23-12-2024,15-02-2025,Germany,Tourist,Delhi
23-02-2024,10-05-2024,UK,Business,Sydney
01-12-2024,14-03-2025,Australia,Dependent,Toronto
05-06-2024,04-08-2024,India,Business,Toronto
13-04-2024,08-07-2024,UK,Dependent,London
18-07-2024,20-10-2024,Germany,Student,Berlin
26-03-2024,19-04-2024,India,Work,Delhi
14-04-2024,05-06-2024,Canada,Tourist,Sydney
18-10-2024,25-01-2025,Australia,Business,London
28-09-2024,11-01-2025,Australia,Dependent,New York
29-06-2024,09-07-2024,India,Business,London
24-02-2024,23-04-2024,Canada,Work,Sydney
25-09-2024,22-11-2024,Australia,Business,New York
04-07-2024,16-09-2024,India,Dependent,New York
27-02-2024,04-05-2024,Australia,Business,London
17-09-2024,18-11-2024,UK,Business,Toronto
06-11-2024,11-12-2024,UK,Dependent,Berlin
07-12-2024,08-03-2025,UK,Dependent,London
20-04-2024,02-07-2024,USA,Work,Toronto
05-11-2024,23-01-2025,Germany,Business,Delhi
31-03-2024,19-05-2024,USA,Student,Delhi
09-11-2024,09-12-2024,India,Business,London
06-08-2024,31-10-2024,Germany,Student,New York
14-07-2024,30-10-2024,Canada,Student,Berlin
15-02-2024,02-05-2024,Canada,Dependent,Berlin
06-04-2024,07-05-2024,UK,Tourist,Sydney
20-01-2024,21-02-2024,Australia,Student,New York
11-10-2024,16-12-2024,Germany,Tourist,Delhi
13-06-2024,08-09-2024,Canada,Dependent,New York
20-09-2024,05-01-2025,Australia,Business,London
28-04-2024,02-06-2024,UK,Work,New York
04-08-2024,05-11-2024,USA,Student,New York
02-11-2024,01-02-2025,UK,Dependent,Toronto
09-05-2024,14-07-2024,Germany,Student,Delhi
05-04-2024,20-06-2024,USA,Business,Berlin
06-12-2024,24-02-2025,USA,Work,Sydney
07-07-2024,27-07-2024,Canada,Tourist,Berlin
25-03-2024,10-07-2024,USA,Tourist,Berlin
23-04-2024,08-05-2024,Canada,Business,Berlin
08-08-2024,24-09-2024,India,Tourist,Berlin
29-11-2024,08-01-2025,Australia,Business,London
25-11-2024,20-02-2025,India,Work,London
03-09-2024,05-12-2024,Australia,Business,Sydney
04-09-2024,17-12-2024,Germany,Student,Toronto
02-06-2024,03-07-2024,India,Tourist,Sydney
03-06-2024,05-07-2024,UK,Work,New York
28-06-2024,03-08-2024,Germany,Student,Delhi
19-12-2024,04-02-2025,Canada,Work,Delhi
27-10-2024,19-11-2024,Canada,Tourist,Delhi
12-11-2024,21-12-2024,Germany,Student,Sydney
06-04-2024,29-05-2024,Germany,Work,Toronto
25-11-2024,14-01-2025,Canada,Tourist,Berlin
11-05-2024,10-06-2024,USA,Dependent,Delhi
27-07-2024,08-10-2024,Canada,Business,Delhi
23-09-2024,05-12-2024,UK,Work,Delhi
23-07-2024,09-10-2024,UK,Tourist,Berlin
25-11-2024,03-01-2025,UK,Student,Delhi
04-02-2024,11-02-2024,UK,Tourist,Toronto
30-10-2024,03-01-2025,UK,Dependent,New York
27-06-2024,06-08-2024,Germany,Tourist,Delhi
01-01-2024,19-01-2024,Germany,Student,Berlin
06-10-2024,31-01-2025,Australia,Dependent,Toronto
08-11-2024,07-03-2025,Germany,Student,New York
20-03-2024,30-06-2024,Australia,Dependent,New York
08-07-2024,08-09-2024,UK,Tourist,Berlin
06-06-2024,20-09-2024,Germany,Student,Delhi
